player_name,standardized_club
Roman Weidenfeller,Borussia Dortmund
Michy Batshuayi,Borussia Dortmund
Paulinho,Bayer Leverkusen
Mitchell Weiser,Bayer Leverkusen
Isaac Kiese Thelin,Bayer Leverkusen
Lukas Hradecky,Bayer Leverkusen
Thorsten Kirschbaum,Bayer Leverkusen
Sam Schreck,Bayer Leverkusen
Jakub Bednarczyk,Bayer Leverkusen
Tomasz Kucz,Bayer Leverkusen
Aleksandar Dragovic,Bayer Leverkusen
Bernd Leno,Bayer Leverkusen
Benjamin Henrichs,Bayer Leverkusen
Marlon Frey,Bayer Leverkusen
Niklas Lomb,Bayer Leverkusen
Stefan Kießling,Bayer Leverkusen
Vladlen Yurchenko,Bayer Leverkusen
Nordi Mukiele,RB Leipzig
Matheus Cunha,RB Leipzig
Marcelo Saracchi,RB Leipzig
Elias Abouchabaka,RB Leipzig
Julian Krahl,RB Leipzig
Emre Aslan,RB Leipzig
Felix Beiersdorf,RB Leipzig
Zsolt Kalmár,RB Leipzig
Anthony Jung,RB Leipzig
Marius Müller,RB Leipzig
Atinc Nukan,RB Leipzig
Agyemang Diawusie,RB Leipzig
Omer Damari,RB Leipzig
Vitaly Janelt,RB Leipzig
Massimo Bruno,RB Leipzig
Naby Keïta,RB Leipzig
Bernardo,RB Leipzig
Philipp Köhn,RB Leipzig
Anthony Jung,RB Leipzig
Agyemang Diawusie,RB Leipzig
Zsolt Kalmár,RB Leipzig
Benno Schmitz,RB Leipzig
Vitaly Janelt,RB Leipzig
Omer Damari,RB Leipzig
Dominik Kaiser,RB Leipzig
Elias Abouchabaka,RB Leipzig
Felix Beiersdorf,RB Leipzig
Massimo Bruno,RB Leipzig
Fabio Coltorti,RB Leipzig
Ademola Lookman,RB Leipzig
Nicolás González,Stuttgart
Pablo Maffeo,Stuttgart
Borna Sosa,Stuttgart
Gonzalo Castro,Stuttgart
Daniel Didavi,Stuttgart
Roberto Massimo,Stuttgart
Marc Oliver Kempf,Stuttgart
David Kopacz,Stuttgart
Aílton,Stuttgart
Nunoo Sarpei,Stuttgart
Jérôme Onguéné,Stuttgart
Julian Green,Stuttgart
Tobias Werner,Stuttgart
Jean Zimmer,Stuttgart
Jan Kliment,Stuttgart
Daniel Ginczek,Stuttgart
Jérôme Onguéné,Stuttgart
Jean Zimmer,Stuttgart
Julian Green,Stuttgart
Aílton,Stuttgart
Matthias Zimmermann,Stuttgart
Roberto Massimo,Stuttgart
Orel Mangala,Stuttgart
Marcin Kaminski,Stuttgart
Jan Kliment,Stuttgart
Tobias Werner,Stuttgart
Jacob Bruun Larsen,Stuttgart
Dzenis Burnic,Stuttgart
Carlos Mané,Stuttgart
Takuma Asano,Stuttgart
Evan N'Dicka,Eintracht Frankfurt
Carlos Salcedo,Eintracht Frankfurt
Ante Rebic,Eintracht Frankfurt
Lucas Torró,Eintracht Frankfurt
Gonçalo Paciência,Eintracht Frankfurt
Frederik Rönnow,Eintracht Frankfurt
Filip Kostic,Eintracht Frankfurt
Marius Wolf,Eintracht Frankfurt
Chico Geraldes,Eintracht Frankfurt
Felix Wiedwald,Eintracht Frankfurt
Nicolai Müller,Eintracht Frankfurt
Allan,Eintracht Frankfurt
Kevin Trapp,Eintracht Frankfurt
Sahverdi Cetin,Eintracht Frankfurt
Mischa Häuser,Eintracht Frankfurt
Patrice Kabuya,Eintracht Frankfurt
Tobias Stirl,Eintracht Frankfurt
Max Besuschkow,Eintracht Frankfurt
Marius Wolf,Eintracht Frankfurt
Omar Mascarell,Eintracht Frankfurt
Aymen Barkok,Eintracht Frankfurt
Danny Blum,Eintracht Frankfurt
Leon Bätge,Eintracht Frankfurt
Kevin-Prince Boateng,Eintracht Frankfurt
Renat Dadashov,Eintracht Frankfurt
Lukas Hradecky,Eintracht Frankfurt
Max Besuschkow,Eintracht Frankfurt
Marijan Cavar,Eintracht Frankfurt
Daichi Kamada,Eintracht Frankfurt
Alexander Meier,Eintracht Frankfurt
Marius Wolf,Eintracht Frankfurt
Ante Rebic,Eintracht Frankfurt
Carlos Salcedo,Eintracht Frankfurt
Alassane Plea,Borussia Mönchengladbach
Andreas Poulsen,Borussia Mönchengladbach
Michael Lang,Borussia Mönchengladbach
Keanan Bennetts,Borussia Mönchengladbach
Torben Müsel,Borussia Mönchengladbach
Florian Mayer,Borussia Mönchengladbach
Jordan Beyer,Borussia Mönchengladbach
Kwame Yeboah,Borussia Mönchengladbach
Tsiy William Ndenge,Borussia Mönchengladbach
Janis Blaswich,Borussia Mönchengladbach
Florian Neuhaus,Borussia Mönchengladbach
Jannik Vestergaard,Borussia Mönchengladbach
Vincenzo Grifo,Borussia Mönchengladbach
Raúl Bobadilla,Borussia Mönchengladbach
Tsiy William Ndenge,Borussia Mönchengladbach
Janis Blaswich,Borussia Mönchengladbach
Kwame Yeboah,Borussia Mönchengladbach
Ba-Muaka Simakala,Borussia Mönchengladbach
Christofer Heimeroth,Borussia Mönchengladbach
Reece Oxford,Borussia Mönchengladbach
Davy Klaassen,Werder Bremen
Yuya Osako,Werder Bremen
Felix Beijmo,Werder Bremen
Martin Harnik,Werder Bremen
Nuri Sahin,Werder Bremen
Stefanos Kapino,Werder Bremen
Jan-Niklas Beste,Werder Bremen
Claudio Pizarro,Werder Bremen
Kevin Möhwald,Werder Bremen
Thore Jacobsen,Werder Bremen
Luca Plogmann,Werder Bremen
Jean Manuel Mbom,Werder Bremen
Leon Guwara,Werder Bremen
Fallou Diagne,Werder Bremen
László Kleinheisler,Werder Bremen
Lennart Thy,Werder Bremen
Thanos Petsos,Werder Bremen
Ulisses Garcia,Werder Bremen
Sambou Yatabaré,Werder Bremen
Thomas Delaney,Werder Bremen
Jérôme Gondorf,Werder Bremen
Ulisses Garcia,Werder Bremen
László Kleinheisler,Werder Bremen
Leon Guwara,Werder Bremen
Sambou Yatabaré,Werder Bremen
Robert Bauer,Werder Bremen
Lennart Thy,Werder Bremen
Justin Eilers,Werder Bremen
Zlatko Junuzovic,Werder Bremen
Fallou Diagne,Werder Bremen
Niklas Schmidt,Werder Bremen
Yuning Zhang,Werder Bremen
Ishak Belfodil,Werder Bremen
Fredrik Jensen,Augsburg
André Hahn,Augsburg
Julian Schieber,Augsburg
Felix Götze,Augsburg
Benjamin Leneis,Augsburg
Felix Schwarzholz,Augsburg
Jozo Stanic,Augsburg
Simon Asta,Augsburg
Dong-won Ji,Augsburg
Moritz Leitner,Augsburg
Konstantinos Stafylidis,Augsburg
Jan-Ingwer Callsen-Bracker,Augsburg
Tim Rieder,Augsburg
Georg Teigl,Augsburg
Takashi Usami,Augsburg
Moritz Leitner,Augsburg
Marcel Heller,Augsburg
Shawn Parker,Augsburg
Tim Rieder,Augsburg
Marwin Hitz,Augsburg
Gojko Kacar,Augsburg
Daniel Opare,Augsburg
Ioannis Gelios,Augsburg
Takashi Usami,Augsburg
Jean-Philippe Mateta,Mainz 05
Pierre Kunde,Mainz 05
Moussa Niakhaté,Mainz 05
Jean-Paul Boëtius,Mainz 05
Aarón Martín,Mainz 05
Issah Abass,Mainz 05
Phillipp Mwene,Mainz 05
Jonathan Burkardt,Mainz 05
Leandro Barreiro,Mainz 05
Finn Dahmen,Mainz 05
Ridle Baku,Mainz 05
Ahmet Gürleyen,Mainz 05
Kenan Kodro,Mainz 05
Jannik Huth,Mainz 05
Gaëtan Bussmann,Mainz 05
José Rodríguez,Mainz 05
Devante Parker,Mainz 05
Jonas Lössl,Mainz 05
Besar Halimi,Mainz 05
Abdou Diallo,Mainz 05
Suat Serdar,Mainz 05
Yoshinori Muto,Mainz 05
Jonas Lössl,Mainz 05
Pablo de Blasis,Mainz 05
Kenan Kodro,Mainz 05
Besar Halimi,Mainz 05
Leon Balogun,Mainz 05
Nigel de Jong,Mainz 05
Marin Sverko,Mainz 05
José Rodríguez,Mainz 05
Devante Parker,Mainz 05
Luca Waldschmidt,SC Freiburg
Roland Sallai,SC Freiburg
Dominique Heintz,SC Freiburg
Philipp Lienhart,SC Freiburg
Mark Flekken,SC Freiburg
Jérôme Gondorf,SC Freiburg
Brandon Borrello,SC Freiburg
Keven Schlotterbeck,SC Freiburg
Chima Okoroji,SC Freiburg
Mohamed Dräger,SC Freiburg
Constantin Frommann,SC Freiburg
Lucas Hufnagel,SC Freiburg
Jonas Föhrenbach,SC Freiburg
Fabian Schleusener,SC Freiburg
Mats Möller Daehli,SC Freiburg
Caglar Söyüncü,SC Freiburg
Mats Möller Daehli,SC Freiburg
Aleksandar Ignjovski,SC Freiburg
Rafal Gikiewicz,SC Freiburg
Lucas Hufnagel,SC Freiburg
Vincent Sierro,SC Freiburg
Mohamed Dräger,SC Freiburg
Georg Niedermeier,SC Freiburg
Jonas Meffert,SC Freiburg
Karim Guédé,SC Freiburg
Patric Klandt,SC Freiburg
Marc Oliver Kempf,SC Freiburg
Julian Schuster,SC Freiburg
Jonas Föhrenbach,SC Freiburg
Fabian Schleusener,SC Freiburg
Gaëtan Bussmann,SC Freiburg
Bartosz Kapustka,SC Freiburg
Philipp Lienhart,SC Freiburg
Daniel Ginczek,Wolfsburg
Wout Weghorst,Wolfsburg
Marcel Tisserand,Wolfsburg
Jérôme Roussillon,Wolfsburg
Felix Klaus,Wolfsburg
Pavao Pervan,Wolfsburg
Paul Jaeckel,Wolfsburg
Kaylen Hinds,Wolfsburg
Paul-Georges Ntep,Wolfsburg
Marvin Stefaniak,Wolfsburg
Paul Seguin,Wolfsburg
Ismail Azzaoui,Wolfsburg
Amara Condé,Wolfsburg
Daniel Didavi,Wolfsburg
Landry Dimata,Wolfsburg
Paul Jaeckel,Wolfsburg
Riechedly Bazoer,Wolfsburg
Victor Osimhen,Wolfsburg
Max Grün,Wolfsburg
Kaylen Hinds,Wolfsburg
Amara Condé,Wolfsburg
Divock Origi,Wolfsburg
Marcel Tisserand,Wolfsburg
Virgil Misidjan,FC Köln
Christian Mathenia,FC Köln
Matheus Pereira,FC Köln
Yuya Kubo,FC Köln
Robert Bauer,FC Köln
Timothy Tillman,FC Köln
Törles Knöll,FC Köln
Patric Klandt,FC Köln
Kevin Goden,FC Köln
Laszlo Sepsi,FC Köln
Kevin Möhwald,FC Köln
Thorsten Kirschbaum,FC Köln
Enis Alushi,FC Köln
Miso Brecko,FC Köln
Lucas Hufnagel,FC Köln
Marvin Stefaniak,FC Köln
Ulisses Garcia,FC Köln
Tobias Werner,FC Köln
Alphonso Davies,Bayern Munich
Sandro Wagner,Bayern Munich
Rabbi Matondo,Schalke 04
Jeffrey Bruma,Schalke 04
Ahmed Kutucu,Schalke 04
Nassim Boujellab,Schalke 04
Naldo,Schalke 04
Johannes Geis,Schalke 04
Franco Di Santo,Schalke 04
Abdul-Rahman Baba,Schalke 04
Lucas Ribeiro,Hoffenheim
Christoph Baumgartner,Hoffenheim
Havard Nordtveit,Hoffenheim
Vincenzo Grifo,Hoffenheim
Steven Zuber,Hoffenheim
Felipe Pires,Hoffenheim
Kevin Akpoguma,Hoffenheim
Gregor Kobel,Hoffenheim
Justin Hoogma,Hoffenheim
Leonardo Balerdi,Borussia Dortmund
Christian Pulisic,Borussia Dortmund
Christian Pulisic,Borussia Dortmund
Dzenis Burnic,Borussia Dortmund
Shinji Kagawa,Borussia Dortmund
Sebastian Rode,Borussia Dortmund
Alexander Isak,Borussia Dortmund
Jeremy Toljan,Borussia Dortmund
Jan Boller,Bayer Leverkusen
Jakub Bednarczyk,Bayer Leverkusen
Tomasz Kucz,Bayer Leverkusen
Amadou Haidara,RB Leipzig
Tyler Adams,RB Leipzig
Emile Smith Rowe,RB Leipzig
Felix Beiersdorf,RB Leipzig
Felix Beiersdorf,RB Leipzig
Emre Aslan,RB Leipzig
Ozan Kabak,Stuttgart
Steven Zuber,Stuttgart
Alexander Esswein,Stuttgart
Nunoo Sarpei,Stuttgart
Berkay Özcan,Stuttgart
Tuta,Eintracht Frankfurt
Martin Hinteregger,Eintracht Frankfurt
Almamy Touré,Eintracht Frankfurt
Sebastian Rode,Eintracht Frankfurt
Nils Stendera,Eintracht Frankfurt
Patrick Finger,Eintracht Frankfurt
Carlos Salcedo,Eintracht Frankfurt
Nicolai Müller,Eintracht Frankfurt
Marco Fabián,Eintracht Frankfurt
Noel Knothe,Eintracht Frankfurt
Deji Beyreuther,Eintracht Frankfurt
Felix Wiedwald,Eintracht Frankfurt
Allan,Eintracht Frankfurt
Chico Geraldes,Eintracht Frankfurt
Lászlo Bénes,Borussia Mönchengladbach
Romano Schmid,Werder Bremen
Josh Sargent,Werder Bremen
Florian Kainz,Werder Bremen
Jaroslav Drobny,Werder Bremen
Luca Caldirola,Werder Bremen
Ole Käuper,Werder Bremen
Romano Schmid,Werder Bremen
Michael Zetterer,Werder Bremen
Reece Oxford,Augsburg
Gregor Kobel,Augsburg
Martin Hinteregger,Augsburg
Caiuby,Augsburg
Vincenzo Grifo,SC Freiburg
Caleb Stanko,SC Freiburg
Patrick Kammerbauer,SC Freiburg
Yoric Ravet,SC Freiburg
Riechedly Bazoer,Wolfsburg
Paul Seguin,Wolfsburg
Jakub Blaszczykowski,Wolfsburg
Jeffrey Bruma,Wolfsburg
Riechedly Bazoer,Wolfsburg
Ivo Ilicevic,FC Köln
Simon Rhein,FC Köln
Lucas Hernández,Bayern Munich
Benjamin Pavard,Bayern Munich
Philippe Coutinho,Bayern Munich
Michaël Cuisance,Bayern Munich
Ivan Perisic,Bayern Munich
Fiete Arp,Bayern Munich
Adrian Fein,Bayern Munich
Lars Lukas Mai,Bayern Munich
Marco Friedl,Bayern Munich
Mats Hummels,Bayern Munich
Renato Sanches,Bayern Munich
Marco Friedl,Bayern Munich
Rafinha,Bayern Munich
Franck Ribéry,Bayern Munich
Adrian Fein,Bayern Munich
Arjen Robben,Bayern Munich
James Rodríguez,Bayern Munich
Mats Hummels,Borussia Dortmund
Thorgan Hazard,Borussia Dortmund
Nico Schulz,Borussia Dortmund
Julian Brandt,Borussia Dortmund
Paco Alcácer,Borussia Dortmund
Mateu Morey Bauzà,Borussia Dortmund
Tobias Raschl,Borussia Dortmund
Luca Unbehaun,Borussia Dortmund
Jeremy Toljan,Borussia Dortmund
Shinji Kagawa,Borussia Dortmund
Alexander Isak,Borussia Dortmund
Sebastian Rode,Borussia Dortmund
André Schürrle,Borussia Dortmund
Felix Passlack,Borussia Dortmund
Abdou Diallo,Borussia Dortmund
Maximilian Philipp,Borussia Dortmund
Alexander Isak,Borussia Dortmund
Sebastian Rode,Borussia Dortmund
Shinji Kagawa,Borussia Dortmund
Jeremy Toljan,Borussia Dortmund
Marius Wolf,Borussia Dortmund
André Schürrle,Borussia Dortmund
Ömer Toprak,Borussia Dortmund
Felix Passlack,Borussia Dortmund
Sergio Gómez,Borussia Dortmund
Christian Pulisic,Borussia Dortmund
Paco Alcácer,Borussia Dortmund
Ademola Lookman,RB Leipzig
Christopher Nkunku,RB Leipzig
Hannes Wolf,RB Leipzig
Luan Cândido,RB Leipzig
Patrik Schick,RB Leipzig
Ethan Ampadu,RB Leipzig
Philipp Tschauner,RB Leipzig
Fabrice Hartmann,RB Leipzig
Tom Krauß,RB Leipzig
Malik Talabidi,RB Leipzig
Frederik Jäkel,RB Leipzig
Bruma,RB Leipzig
Jean-Kévin Augustin,RB Leipzig
Atinc Nukan,RB Leipzig
Julian Krahl,RB Leipzig
Marius Müller,RB Leipzig
Emile Smith Rowe,RB Leipzig
Kerem Demirbay,Bayer Leverkusen
Moussa Diaby,Bayer Leverkusen
Nadiem Amiri,Bayer Leverkusen
Daley Sinkgraven,Bayer Leverkusen
Adrian Stanilewicz,Bayer Leverkusen
Niklas Lomb,Bayer Leverkusen
Tomasz Kucz,Bayer Leverkusen
Julian Brandt,Bayer Leverkusen
Dominik Kohr,Bayer Leverkusen
Thorsten Kirschbaum,Bayer Leverkusen
Tomasz Kucz,Bayer Leverkusen
Sam Schreck,Bayer Leverkusen
Jan Boller,Bayer Leverkusen
Tin Jedvaj,Bayer Leverkusen
Isaac Kiese Thelin,Bayer Leverkusen
Stefan Lainer,Borussia Mönchengladbach
Breel Embolo,Borussia Mönchengladbach
Marcus Thuram,Borussia Mönchengladbach
Ramy Bensebaini,Borussia Mönchengladbach
Max Grün,Borussia Mönchengladbach
Lászlo Bénes,Borussia Mönchengladbach
Thorgan Hazard,Borussia Mönchengladbach
Michaël Cuisance,Borussia Mönchengladbach
Michael Lang,Borussia Mönchengladbach
Josip Drmic,Borussia Mönchengladbach
Moritz Nicolas,Borussia Mönchengladbach
Florian Mayer,Borussia Mönchengladbach
Xaver Schlager,Wolfsburg
Kevin Mbabu,Wolfsburg
João Victor,Wolfsburg
Paulo Otávio,Wolfsburg
Lukas Nmecha,Wolfsburg
Niklas Klinger,Wolfsburg
John Yeboah,Wolfsburg
Jeffrey Bruma,Wolfsburg
Paul Seguin,Wolfsburg
Riechedly Bazoer,Wolfsburg
Victor Osimhen,Wolfsburg
Landry Dimata,Wolfsburg
Landry Dimata,Wolfsburg
Victor Osimhen,Wolfsburg
Luca Itter,Wolfsburg
Riechedly Bazoer,Wolfsburg
Felix Uduokhai,Wolfsburg
Paul Seguin,Wolfsburg
Sebastian Jung,Wolfsburg
Paul Verhaegh,Wolfsburg
John Yeboah,Wolfsburg
Paul-Georges Ntep,Wolfsburg
Marvin Stefaniak,Wolfsburg
Luka Jovic,Eintracht Frankfurt
Djibril Sow,Eintracht Frankfurt
Martin Hinteregger,Eintracht Frankfurt
Dominik Kohr,Eintracht Frankfurt
Bas Dost,Eintracht Frankfurt
Kevin Trapp,Eintracht Frankfurt
Filip Kostic,Eintracht Frankfurt
Dejan Joveljic,Eintracht Frankfurt
Sebastian Rode,Eintracht Frankfurt
Erik Durm,Eintracht Frankfurt
Rodrigo Zalazar,Eintracht Frankfurt
André Silva,Eintracht Frankfurt
Andersson Ordóñez,Eintracht Frankfurt
Max Besuschkow,Eintracht Frankfurt
Danny Blum,Eintracht Frankfurt
Marijan Cavar,Eintracht Frankfurt
Daichi Kamada,Eintracht Frankfurt
Deji Beyreuther,Eintracht Frankfurt
Nicolai Müller,Eintracht Frankfurt
Felix Wiedwald,Eintracht Frankfurt
Noel Knothe,Eintracht Frankfurt
Luka Jovic,Eintracht Frankfurt
Sébastien Haller,Eintracht Frankfurt
Jetro Willems,Eintracht Frankfurt
Andersson Ordóñez,Eintracht Frankfurt
Danny Blum,Eintracht Frankfurt
Max Besuschkow,Eintracht Frankfurt
Deji Beyreuther,Eintracht Frankfurt
Branimir Hrgota,Eintracht Frankfurt
Marc Stendera,Eintracht Frankfurt
Nicolai Müller,Eintracht Frankfurt
Nelson Mandela Mbouhom,Eintracht Frankfurt
Mischa Häuser,Eintracht Frankfurt
Tobias Stirl,Eintracht Frankfurt
Noel Knothe,Eintracht Frankfurt
Patrice Kabuya,Eintracht Frankfurt
Rodrigo Zalazar,Eintracht Frankfurt
Ante Rebic,Eintracht Frankfurt
Tuta,Eintracht Frankfurt
Taleb Tawatha,Eintracht Frankfurt
Luka Jovic,Eintracht Frankfurt
Filip Kostic,Eintracht Frankfurt
Kevin Trapp,Eintracht Frankfurt
Sebastian Rode,Eintracht Frankfurt
Martin Hinteregger,Eintracht Frankfurt
Niclas Füllkrug,Werder Bremen
Marco Friedl,Werder Bremen
Ömer Toprak,Werder Bremen
Leonardo Bittencourt,Werder Bremen
Michael Lang,Werder Bremen
Benjamin Goller,Werder Bremen
Simon Straudi,Werder Bremen
David Philipp,Werder Bremen
Ilia Gruev,Werder Bremen
Thore Jacobsen,Werder Bremen
Michael Zetterer,Werder Bremen
Ole Käuper,Werder Bremen
Niklas Schmidt,Werder Bremen
Robert Bauer,Werder Bremen
Robert Bauer,Werder Bremen
Max Kruse,Werder Bremen
Aron Jóhannsson,Werder Bremen
Martin Harnik,Werder Bremen
Ole Käuper,Werder Bremen
Jean Manuel Mbom,Werder Bremen
Michael Zetterer,Werder Bremen
Jan-Niklas Beste,Werder Bremen
Niklas Schmidt,Werder Bremen
Thore Jacobsen,Werder Bremen
Felix Beijmo,Werder Bremen
Thanos Petsos,Werder Bremen
Marco Friedl,Werder Bremen
Diadié Samassékou,Hoffenheim
Robert Skov,Hoffenheim
Ihlas Bebou,Hoffenheim
Sargis Adamyan,Hoffenheim
Sebastian Rudy,Hoffenheim
Philipp Pentke,Hoffenheim
Konstantinos Stafylidis,Hoffenheim
Jürgen Locadia,Hoffenheim
Kevin Akpoguma,Hoffenheim
Philipp Ochs,Hoffenheim
Robert Zulj,Hoffenheim
Felipe Pires,Hoffenheim
Gregor Kobel,Hoffenheim
Vincenzo Grifo,Hoffenheim
Steven Zuber,Hoffenheim
Justin Hoogma,Hoffenheim
Havard Nordtveit,Hoffenheim
Antonio Colak,Hoffenheim
Joelinton,Hoffenheim
Kerem Demirbay,Hoffenheim
Nico Schulz,Hoffenheim
Nadiem Amiri,Hoffenheim
Vincenzo Grifo,Hoffenheim
Antonio Colak,Hoffenheim
Leonardo Bittencourt,Hoffenheim
Robin Hack,Hoffenheim
Gregor Kobel,Hoffenheim
David Otto,Hoffenheim
Ádám Szalai,Hoffenheim
Felipe Pires,Hoffenheim
Kasim Adams,Hoffenheim
Justin Hoogma,Hoffenheim
Reiss Nelson,Hoffenheim
Jeremiah St. Juste,Mainz 05
Edimilson Fernandes,Mainz 05
Aarón Martín,Mainz 05
Ronaël Pierre-Gabriel,Mainz 05
Jonathan Meier,Mainz 05
Taiwo Awoniyi,Mainz 05
Ádám Szalai,Mainz 05
Dong-won Ji,Mainz 05
Niklas Tauer,Mainz 05
Merveille Papela,Mainz 05
José Rodríguez,Mainz 05
Marin Sverko,Mainz 05
Aaron Seydel,Mainz 05
Jean-Philippe Gbamin,Mainz 05
Anthony Ujah,Mainz 05
José Rodríguez,Mainz 05
Emil Berggreen,Mainz 05
Jannik Huth,Mainz 05
Gerrit Holtmann,Mainz 05
Marin Sverko,Mainz 05
Gaëtan Bussmann,Mainz 05
Giulio Donati,Mainz 05
René Adler,Mainz 05
Niko Bungert,Mainz 05
Issah Abass,Mainz 05
Aarón Martín,Mainz 05
Vincenzo Grifo,SC Freiburg
Jonathan Schmid,SC Freiburg
Luca Itter,SC Freiburg
Woo-yeong Jeong,SC Freiburg
Chang-hoon Kwon,SC Freiburg
Nico Schlotterbeck,SC Freiburg
Niclas Thiede,SC Freiburg
Lino Tempelmann,SC Freiburg
Christoph Daferner,SC Freiburg
Fabian Schleusener,SC Freiburg
Yoric Ravet,SC Freiburg
Patrick Kammerbauer,SC Freiburg
Vincent Sierro,SC Freiburg
Jonas Föhrenbach,SC Freiburg
Tim Kleindienst,SC Freiburg
Florian Niederlechner,SC Freiburg
Vincent Sierro,SC Freiburg
Jonas Föhrenbach,SC Freiburg
Fabian Schleusener,SC Freiburg
Patrick Kammerbauer,SC Freiburg
Keven Schlotterbeck,SC Freiburg
Christoph Daferner,SC Freiburg
Constantin Frommann,SC Freiburg
Chima Okoroji,SC Freiburg
Pascal Stenzel,SC Freiburg
Vincenzo Grifo,SC Freiburg
Ozan Kabak,Schalke 04
Benito Raman,Schalke 04
Bernard Tekpetey,Schalke 04
Markus Schubert,Schalke 04
Juan Miranda,Schalke 04
Jonjoe Kenny,Schalke 04
Levent Mercan,Schalke 04
Jonas Carls,Schalke 04
Pablo Insua,Schalke 04
Fabian Reese,Schalke 04
Breel Embolo,Schalke 04
Ralf Fährmann,Schalke 04
Yevgen Konoplyanka,Schalke 04
Sebastian Rudy,Schalke 04
Hamza Mendyl,Schalke 04
Cedric Teuchert,Schalke 04
Bernard Tekpetey,Schalke 04
Benjamin Goller,Schalke 04
Pablo Insua,Schalke 04
Sascha Riether,Schalke 04
Jeffrey Bruma,Schalke 04
Tomas Koubek,Augsburg
Iago,Augsburg
Carlos Gruezo,Augsburg
Rubén Vargas,Augsburg
Florian Niederlechner,Augsburg
Reece Oxford,Augsburg
Noah Joel Sarenren Bazee,Augsburg
Felix Uduokhai,Augsburg
Marvin Friedrich,Augsburg
Mads Pedersen,Augsburg
Marek Suchy,Augsburg
Stephan Lichtsteiner,Augsburg
Tin Jedvaj,Augsburg
Maurice Malone,Augsburg
Caiuby,Augsburg
Martin Hinteregger,Augsburg
Tim Rieder,Augsburg
Takashi Usami,Augsburg
Julian Günther-Schmidt,Augsburg
Martin Hinteregger,Augsburg
Jonathan Schmid,Augsburg
Kevin Danso,Augsburg
Marvin Friedrich,Augsburg
Dong-won Ji,Augsburg
Konstantinos Stafylidis,Augsburg
Ja-cheol Koo,Augsburg
Takashi Usami,Augsburg
Julian Günther-Schmidt,Augsburg
Tim Rieder,Augsburg
Caiuby,Augsburg
Jan-Ingwer Callsen-Bracker,Augsburg
Felix Schwarzholz,Augsburg
Kilian Jakob,Augsburg
Christoph Janker,Augsburg
Reece Oxford,Augsburg
Gregor Kobel,Augsburg
Sebastiaan Bornauw,FC Köln
Ellyes Skhiri,FC Köln
Birger Verstraete,FC Köln
Kingsley Ehizibue,FC Köln
Julian Krahl,FC Köln
Kingsley Schindler,FC Köln
Ismail Jakobs,FC Köln
Noah Katterbach,FC Köln
Tomas Ostrak,FC Köln
Darko Churlinov,FC Köln
Serhou Guirassy,FC Köln
Yann Aurel Bisseck,FC Köln
João Queirós,FC Köln
Tim Handwerker,FC Köln
Serhou Guirassy,FC Köln
Tim Handwerker,FC Köln
Jannes Horn,FC Köln
Chris Führich,FC Köln
Johannes Geis,FC Köln
Frederik Sörensen,FC Köln
Nikolas Nartey,FC Köln
Salih Özcan,FC Köln
Yann Aurel Bisseck,FC Köln
João Queirós,FC Köln
Jan-Christoph Bartels,FC Köln
Tomas Ostrak,FC Köln
Matthias Lehmann,FC Köln
Rifet Kapic,SC Cambuur
Jan-Luca Rumpf,SC Cambuur
Cauly,SC Cambuur
Johannes Dörfler,SC Cambuur
Luca Kilian,SC Cambuur
Streli Mamba,SC Cambuur
Marcel Hilßner,SC Cambuur
Abdelhamid Sabiri,SC Cambuur
Jannik Huth,SC Cambuur
Gerrit Holtmann,SC Cambuur
Laurent Jans,SC Cambuur
Sergio Gucciardo,SC Cambuur
Felix Drinkuth,SC Cambuur
Julius Düker,SC Cambuur
Phillip Tietz,SC Cambuur
Luca Pfeiffer,SC Cambuur
Philipp Klement,SC Cambuur
Bernard Tekpetey,SC Cambuur
Luca Pfeiffer,SC Cambuur
Mohammed Kamara,SC Cambuur
Julius Düker,SC Cambuur
Olivér Schindler,SC Cambuur
Sascha Heil,SC Cambuur
Felix Herzenbruch,SC Cambuur
Lukas Boeder,SC Cambuur
Tobias Schwede,SC Cambuur
Sergio Gucciardo,SC Cambuur
Sergio Gucciardo,SC Cambuur
Phillip Tietz,SC Cambuur
Felix Drinkuth,SC Cambuur
Leon Fesser,SC Cambuur
Massih Wassey,SC Cambuur
Robert Andrich,Union Berlin
Anthony Ujah,Union Berlin
Marvin Friedrich,Union Berlin
Marcus Ingvartsen,Union Berlin
Suleiman Abdullahi,Union Berlin
Marius Bülter,Union Berlin
Julius Kade,Union Berlin
Florian Flecker,Union Berlin
Neven Subotic,Union Berlin
Christian Gentner,Union Berlin
Sheraldo Becker,Union Berlin
Manuel Schmiedebach,Union Berlin
Moritz Nicolas,Union Berlin
Leo Oppermann,Union Berlin
Maurice Opfermann Arcones,Union Berlin
Laurenz Dehl,Union Berlin
Keven Schlotterbeck,Union Berlin
Lars Dietz,Union Berlin
Peter Kurzweg,Union Berlin
Cihan Kahraman,Union Berlin
Marvin Friedrich,Union Berlin
Marcel Hartel,Union Berlin
Eroll Zejnullahu,Union Berlin
Cihan Kahraman,Union Berlin
Lennart Moser,Union Berlin
Peter Kurzweg,Union Berlin
Berkan Taz,Union Berlin
Lars Dietz,Union Berlin
Marc Torrejón,Union Berlin
Fabian Schönheim,Union Berlin
Carlos Mané,Union Berlin
Robert Zulj,Union Berlin
